client_id,partition,total_samples,0,1,2,3,4,5,6,7,8,9
orchestrator,central_test_set,10000,980,1135,1032,1010,982,892,958,1028,974,1009
0,train_set,1341,116,323,495,229,0,0,0,0,170,8
0,test_set,576,44,143,236,75,0,0,0,0,76,2
1,train_set,1337,101,336,540,199,0,0,0,0,157,4
1,test_set,574,35,116,239,97,0,0,0,0,86,1
2,train_set,1337,104,291,551,200,0,0,0,0,185,6
2,test_set,574,46,136,205,101,0,0,0,0,84,2
3,train_set,1332,105,330,535,200,0,0,0,0,155,7
3,test_set,571,40,138,216,95,0,0,0,0,79,3
4,train_set,1350,91,326,545,220,0,0,0,0,162,6
4,test_set,579,49,134,221,94,0,0,0,0,80,1
5,train_set,1352,111,314,526,228,0,0,0,0,167,6
5,test_set,580,55,161,207,86,0,0,0,0,67,4
6,train_set,1348,106,320,529,192,0,0,0,0,196,5
6,test_set,579,41,147,199,114,0,0,0,0,74,4
7,train_set,1355,0,0,0,0,244,162,330,75,282,262
7,test_set,582,0,0,0,0,106,83,138,34,118,103
8,train_set,1353,0,0,0,0,234,185,339,83,264,248
8,test_set,580,0,0,0,0,95,58,149,44,111,123
9,train_set,1355,0,0,0,0,231,175,317,83,293,256
9,test_set,581,0,0,0,0,89,61,140,41,130,120
10,train_set,1357,0,0,0,0,233,152,351,82,295,244
10,test_set,582,0,0,0,0,100,69,157,51,119,86
11,train_set,1359,0,0,0,0,240,139,350,89,278,263
11,test_set,583,0,0,0,0,92,78,161,37,117,98
12,train_set,1363,0,0,0,0,243,136,328,79,325,252
12,test_set,585,0,0,0,0,87,67,143,44,138,106
13,train_set,1360,0,0,0,0,257,165,293,97,288,260
13,test_set,584,0,0,0,0,105,75,131,39,140,94
14,train_set,1359,0,0,0,0,239,150,319,78,319,254
14,test_set,583,0,0,0,0,89,83,164,30,112,105
15,train_set,1351,0,0,0,0,253,166,336,87,259,250
15,test_set,580,0,0,0,0,104,82,139,34,111,110
16,train_set,1363,0,0,0,0,216,175,334,82,288,268
16,test_set,585,0,0,0,0,102,81,135,37,115,115
17,train_set,1360,0,0,0,0,231,174,306,80,294,275
17,test_set,583,0,0,0,0,97,61,163,35,123,104
18,train_set,1358,0,0,0,0,234,177,342,77,280,248
18,test_set,582,0,0,0,0,100,70,154,30,126,102
19,train_set,1355,0,0,0,0,220,167,350,76,301,241
19,test_set,581,0,0,0,0,104,61,157,41,117,101
20,train_set,1353,0,0,0,0,214,156,304,102,291,286
20,test_set,581,0,0,0,0,106,76,129,41,120,109
21,train_set,1350,222,463,82,31,242,310,0,0,0,0
21,test_set,579,89,185,41,10,110,144,0,0,0,0
22,train_set,1348,199,464,116,39,260,270,0,0,0,0
22,test_set,579,89,213,45,10,104,118,0,0,0,0
23,train_set,1350,213,450,99,44,220,324,0,0,0,0
23,test_set,579,63,217,56,20,100,123,0,0,0,0
24,train_set,1343,202,466,99,25,247,304,0,0,0,0
24,test_set,576,90,191,50,11,101,133,0,0,0,0
25,train_set,1347,212,451,76,41,257,310,0,0,0,0
25,test_set,578,77,208,43,13,102,135,0,0,0,0
26,train_set,1353,194,471,77,39,246,326,0,0,0,0
26,test_set,580,83,197,46,13,100,141,0,0,0,0
27,train_set,1357,213,459,94,45,232,314,0,0,0,0
27,test_set,582,92,210,37,15,102,126,0,0,0,0
28,train_set,1356,218,459,76,24,266,313,0,0,0,0
28,test_set,582,86,200,42,18,104,132,0,0,0,0
29,train_set,1345,203,473,101,32,214,322,0,0,0,0
29,test_set,577,89,210,37,18,100,123,0,0,0,0
