0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
AN,AO,AI,AL,AG,AM,AH,AF,AJ,AD,AK,AE,AB,AC,AA
AN,AO,AI,AL,AG,AM,AH,AF,AJ,AD,AK,AE,AB,AC,AA
AN,AO,AI,AL,AG,AM,AH,AF,AJ,AD,AK,AE,AB,AC,AA
AN,AO,AI,AL,AG,AM,AH,AF,AJ,AD,AK,AE,AB,AC,AA
AN,AO,AI,AL,AG,AM,AH,AF,AJ,AD,AK,AE,AB,AC,AA
AN,AO,AI,AL,AG,AM,AH,AF,AJ,AD,AK,AE,AB,AC,AA
AN,AO,AI,AL,AG,AM,AH,AF,AJ,AD,AK,AE,AB,AC,AA
AN,AO,AI,AL,AG,AM,AH,AF,AJ,AD,AK,AE,AB,AC,AA
AN,AO,AI,AL,AG,AM,AH,AF,AJ,AD,AK,AE,AB,AC,AA
AN,AO,AI,AL,AG,AM,AH,AF,AJ,AD,AK,AE,AB,AC,AA
AN,AO,AI,AL,AG,AM,AH,AF,AJ,AD,AK,AE,AB,AC,AA
AN,AO,AI,AL,AG,AM,AH,AF,AJ,AD,AK,AE,AB,AC,AA
AN,AO,AI,AL,AG,AM,AH,AF,AJ,AD,AK,AE,AB,AC,AA
AN,AO,AI,AL,AG,AM,AH,AF,AJ,AD,AK,AE,AB,AC,AA
AN,AO,AI,AL,AG,AM,AH,AF,AJ,AD,AK,AE,AB,AC,AA
AN,AO,AI,AL,AG,AM,AH,AF,AJ,AD,AK,AE,AB,AC,AA
AN,AO,AI,AL,AG,AM,AH,AF,AJ,AD,AK,AE,AB,AC,AA
AN,AO,AI,AL,AG,AM,AH,AF,AJ,AD,AK,AE,AB,AC,AA
AN,AO,AI,AL,AG,AM,AH,AF,AJ,AD,AK,AE,AB,AC,AA
AN,AO,AI,AL,AG,AM,AH,AF,AJ,AD,AK,AE,AB,AC,AA
AN,AO,AI,AL,AG,AM,AH,AF,AJ,AD,AK,AE,AB,AC,AA
AN,AO,AI,AL,AG,AM,AH,AF,AJ,AD,AK,AE,AB,AC,AA
AN,AO,AI,AL,AG,AM,AH,AF,AJ,AD,AK,AE,AB,AC,AA
AN,AO,AI,AL,AG,AM,AH,AF,AJ,AD,AK,AE,AB,AC,AA
AN,AO,AI,AL,AG,AM,AH,AF,AJ,AD,AK,AE,AB,AC,AA
AN,AO,AI,AL,AG,AM,AH,AF,AJ,AD,AK,AE,AB,AC,AA
AN,AO,AI,AL,AG,AM,AH,AF,AJ,AD,AK,AE,AB,AC,AA
AN,AO,AI,AL,AG,AM,AH,AF,AJ,AD,AK,AE,AB,AC,AA
AN,AO,AI,AL,AG,AM,AH,AF,AJ,AD,AK,AE,AB,AC,AA
AN,AO,AI,AL,AG,AM,AH,AF,AJ,AD,AK,AE,AB,AC,AA
AN,AO,AI,AL,AG,AM,AH,AF,AJ,AD,AK,AE,AB,AC,AA
AN,AO,AI,AL,AG,AM,AH,AF,AJ,AD,AK,AE,AB,AC,AA
AN,AO,AI,AL,AG,AM,AH,AF,AJ,AD,AK,AE,AB,AC,AA
AN,AO,AI,AL,AG,AM,AH,AF,AJ,AD,AK,AE,AB,AC,AA
AN,AO,AI,AL,AG,AM,AH,AF,AJ,AD,AK,AE,AB,AC,AA
AN,AO,AI,AL,AG,AM,AH,AF,AJ,AD,AK,AE,AB,AC,AA
AN,AO,AI,AL,AG,AM,AH,AF,AJ,AD,AK,AE,AB,AC,AA
AN,AO,AI,AL,AG,AM,AH,AF,AJ,AD,AK,AE,AB,AC,AA
AN,AO,AI,AL,AG,AM,AH,AF,AJ,AD,AK,AE,AB,AC,AA
AN,AO,AI,AL,AG,AM,AH,AF,AJ,AD,AK,AE,AB,AC,AA
