0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
AK,AO,AM,AN,AL,AJ,AF,AG,AH,AI,AE,AC,AD,AB,AA
AK,AO,AM,AN,AL,AJ,AF,AG,AH,AI,AE,AC,AD,AB,AA
AK,AO,AM,AN,AL,AJ,AF,AG,AH,AI,AE,AC,AD,AB,AA
AK,AO,AM,AN,AL,AJ,AF,AG,AH,AI,AE,AC,AD,AB,AA
AK,AO,AM,AN,AL,AJ,AF,AG,AH,AI,AE,AC,AD,AB,AA
AK,AO,AM,AN,AL,AJ,AF,AG,AH,AI,AE,AC,AD,AB,AA
AK,AO,AM,AN,AL,AJ,AF,AG,AH,AI,AE,AC,AD,AB,AA
AK,AO,AM,AN,AL,AJ,AF,AG,AH,AI,AE,AC,AD,AB,AA
AK,AO,AM,AN,AL,AJ,AF,AG,AH,AI,AE,AC,AD,AB,AA
AK,AO,AM,AN,AL,AJ,AF,AG,AH,AI,AE,AC,AD,AB,AA
AK,AO,AM,AN,AL,AJ,AF,AG,AH,AI,AE,AC,AD,AB,AA
AK,AO,AM,AN,AL,AJ,AF,AG,AH,AI,AE,AC,AD,AB,AA
AK,AO,AM,AN,AL,AJ,AF,AG,AH,AI,AE,AC,AD,AB,AA
AK,AO,AM,AN,AL,AJ,AF,AG,AH,AI,AE,AC,AD,AB,AA
AK,AO,AM,AN,AL,AJ,AF,AG,AH,AI,AE,AC,AD,AB,AA
AK,AO,AM,AN,AL,AJ,AF,AG,AH,AI,AE,AC,AD,AB,AA
AK,AO,AM,AN,AL,AJ,AF,AG,AH,AI,AE,AC,AD,AB,AA
AK,AO,AM,AN,AL,AJ,AF,AG,AH,AI,AE,AC,AD,AB,AA
AK,AO,AM,AN,AL,AJ,AF,AG,AH,AI,AE,AC,AD,AB,AA
AK,AO,AM,AN,AL,AJ,AF,AG,AH,AI,AE,AC,AD,AB,AA
AK,AO,AM,AN,AL,AJ,AF,AG,AH,AI,AE,AC,AD,AB,AA
AK,AO,AM,AN,AL,AJ,AF,AG,AH,AI,AE,AC,AD,AB,AA
AK,AO,AM,AN,AL,AJ,AF,AG,AH,AI,AE,AC,AD,AB,AA
AK,AO,AM,AN,AL,AJ,AF,AG,AH,AI,AE,AC,AD,AB,AA
AK,AO,AM,AN,AL,AJ,AF,AG,AH,AI,AE,AC,AD,AB,AA
AK,AO,AM,AN,AL,AJ,AF,AG,AH,AI,AE,AC,AD,AB,AA
AK,AO,AM,AN,AL,AJ,AF,AG,AH,AI,AE,AC,AD,AB,AA
AK,AO,AM,AN,AL,AJ,AF,AG,AH,AI,AE,AC,AD,AB,AA
AK,AO,AM,AN,AL,AJ,AF,AG,AH,AI,AE,AC,AD,AB,AA
AK,AO,AM,AN,AL,AJ,AF,AG,AH,AI,AE,AC,AD,AB,AA
AK,AO,AM,AN,AL,AJ,AF,AG,AH,AI,AE,AC,AD,AB,AA
AK,AO,AM,AN,AL,AJ,AF,AG,AH,AI,AE,AC,AD,AB,AA
AK,AO,AM,AN,AL,AJ,AF,AG,AH,AI,AE,AC,AD,AB,AA
AK,AO,AM,AN,AL,AJ,AF,AG,AH,AI,AE,AC,AD,AB,AA
AK,AO,AM,AN,AL,AJ,AF,AG,AH,AI,AE,AC,AD,AB,AA
AK,AO,AM,AN,AL,AJ,AF,AG,AH,AI,AE,AC,AD,AB,AA
AK,AO,AM,AN,AL,AJ,AF,AG,AH,AI,AE,AC,AD,AB,AA
AK,AO,AM,AN,AL,AJ,AF,AG,AH,AI,AE,AC,AD,AB,AA
AK,AO,AM,AN,AL,AJ,AF,AG,AH,AI,AE,AC,AD,AB,AA
AK,AO,AM,AN,AL,AJ,AF,AG,AH,AI,AE,AC,AD,AB,AA
