0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
AY,A3,AS,AQ,AU,AR,AW,AV,A1,AH,AX,AZ,A5,AK,A4,AJ,AL,A2,AM,AN,AT,AI,AO,AG,AE,AF,AD,AB,AC,AA
AY,A3,AS,AQ,AU,AR,AW,AV,A1,AH,AX,AZ,A5,AK,A4,AJ,AL,A2,AM,AN,AT,AI,AO,AG,AE,AF,AD,AB,AC,AA
AY,A3,AS,AQ,AU,AR,AW,AV,A1,AH,AX,AZ,A5,AK,A4,AJ,AL,A2,AM,AN,AT,AI,AO,AG,AE,AF,AD,AB,AC,AA
AY,A3,AS,AQ,AU,AR,AW,AV,A1,AH,AX,AZ,A5,AK,A4,AJ,AL,A2,AM,AN,AT,AI,AO,AG,AE,AF,AD,AB,AC,AA
AY,A3,AS,AQ,AU,AR,AW,AV,A1,AH,AX,AZ,A5,AK,A4,AJ,AL,A2,AM,AN,AT,AI,AO,AG,AE,AF,AD,AB,AC,AA
AY,A3,AS,AQ,AU,AR,AW,AV,A1,AH,AX,AZ,A5,AK,A4,AJ,AL,A2,AM,AN,AT,AI,AO,AG,AE,AF,AD,AB,AC,AA
AY,A3,AS,AQ,AU,AR,AW,AV,A1,AH,AX,AZ,A5,AK,A4,AJ,AL,A2,AM,AN,AT,AI,AO,AG,AE,AF,AD,AB,AC,AA
AY,A3,AS,AQ,AU,AR,AW,AV,A1,AH,AX,AZ,A5,AK,A4,AJ,AL,A2,AM,AN,AT,AI,AO,AG,AE,AF,AD,AB,AC,AA
AY,A3,AS,AQ,AU,AR,AW,AV,A1,AH,AX,AZ,A5,AK,A4,AJ,AL,A2,AM,AN,AT,AI,AO,AG,AE,AF,AD,AB,AC,AA
AY,A3,AS,AQ,AU,AR,AW,AV,A1,AH,AX,AZ,A5,AK,A4,AJ,AL,A2,AM,AN,AT,AI,AO,AG,AE,AF,AD,AB,AC,AA
AY,A3,AS,AQ,AU,AR,AW,AV,A1,AH,AX,AZ,A5,AK,A4,AJ,AL,A2,AM,AN,AT,AI,AO,AG,AE,AF,AD,AB,AC,AA
AY,A3,AS,AQ,AU,AR,AW,AV,A1,AH,AX,AZ,A5,AK,A4,AJ,AL,A2,AM,AN,AT,AI,AO,AG,AE,AF,AD,AB,AC,AA
