0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AB,AB,AB,AB,AB
AAA,AAA,AAA,AAA,AAA,AAB,AAB,AAB,AAB,AAB,AB,AB,AB,AB,AB
AAA,AAA,AAA,AAA,AAA,AAB,AAB,AAB,AAB,AAB,AB,AB,AB,AB,AB
AAA,AAA,AAA,AAA,AAA,AAB,AAB,AAB,AAB,AAB,AB,AB,AB,AB,AB
AAA,AAA,AAA,AAA,AAA,AAB,AAB,AAB,AAB,AAB,AB,AB,AB,AB,AB
AAA,AAA,AAA,AAA,AAA,AAB,AAB,AAB,AAB,AAB,AB,AB,AB,AB,AB
AAA,AAA,AAA,AAA,AAA,AAB,AAB,AAB,AAB,AAB,AB,AB,AB,AB,AB
AAAA,AAAA,AAAA,AAAB,AAAB,AAB,AAB,AAB,AAB,AAB,AB,AB,AB,AB,AB
AAAA,AAAA,AAAA,AAAB,AAAB,AAB,AAB,AAB,AAB,AAB,ABA,ABA,ABB,ABA,ABA
AAAAA,AAAAA,AAAAB,AAAB,AAAB,AAB,AAB,AAB,AAB,AAB,ABA,ABA,ABB,ABA,ABA
AAAAA,AAAAA,AAAAB,AAAB,AAAB,AAB,AAB,AAB,AAB,AAB,ABA,ABA,ABB,ABA,ABA
AAAAA,AAAAA,AAAAB,AAAB,AAAB,AAB,AAB,AAB,AAB,AAB,ABA,ABA,ABB,ABA,ABA
AAAAA,AAAAA,AAAAB,AAAB,AAAB,AAB,AAB,AAB,AAB,AAB,ABA,ABA,ABB,ABA,ABA
AAAAA,AAAAA,AAAAB,AAAB,AAAB,AAB,AAB,AAB,AAB,AAB,ABA,ABA,ABB,ABA,ABA
AAAAA,AAAAA,AAAAB,AAAB,AAAB,AAB,AAB,AAB,AAB,AAB,ABA,ABA,ABB,ABA,ABA
AAAAA,AAAAA,AAAAB,AAAB,AAAB,AAB,AAB,AAB,AAB,AAB,ABA,ABA,ABB,ABA,ABA
AAAAA,AAAAA,AAAAB,AAAB,AAAB,AAB,AAB,AAB,AAB,AAB,ABA,ABA,ABB,ABA,ABA
AAAAA,AAAAA,AAAAB,AAAB,AAAB,AAB,AAB,AAB,AAB,AAB,ABA,ABA,ABB,ABA,ABA
AAAAA,AAAAA,AAAAB,AAAB,AAAB,AAB,AAB,AAB,AAB,AAB,ABA,ABA,ABB,ABA,ABA
AAAAA,AAAAA,AAAAB,AAAB,AAAB,AAB,AAB,AAB,AAB,AAB,ABA,ABA,ABB,ABA,ABA
AAAAA,AAAAA,AAAAB,AAAB,AAAB,AAB,AAB,AAB,AAB,AAB,ABA,ABA,ABB,ABA,ABA
AAAAA,AAAAA,AAAAB,AAAB,AAAB,AAB,AAB,AAB,AAB,AAB,ABA,ABA,ABB,ABA,ABA
AAAAA,AAAAA,AAAAB,AAAB,AAAB,AAB,AAB,AAB,AAB,AAB,ABA,ABA,ABB,ABA,ABA
AAAAA,AAAAA,AAAAB,AAAB,AAAB,AAB,AAB,AAB,AAB,AAB,ABA,ABA,ABB,ABA,ABA
AAAAA,AAAAA,AAAAB,AAAB,AAAB,AAB,AAB,AAB,AAB,AAB,ABA,ABA,ABB,ABA,ABA
AAAAA,AAAAA,AAAAB,AAAB,AAAB,AAB,AAB,AAB,AAB,AAB,ABA,ABA,ABB,ABA,ABA
AAAAA,AAAAA,AAAAB,AAAB,AAAB,AAB,AAB,AAB,AAB,AAB,ABA,ABA,ABB,ABA,ABA
AAAAA,AAAAA,AAAAB,AAAB,AAAB,AAB,AAB,AAB,AAB,AAB,ABA,ABA,ABB,ABA,ABA
AAAAA,AAAAA,AAAAB,AAAB,AAAB,AAB,AAB,AAB,AAB,AAB,ABA,ABA,ABB,ABA,ABA
