client_id,partition,total_samples,airplane,automobile,bird,cat,deer,dog,frog,horse,ship,truck
orchestrator,central_test_set,10000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
0,train_set,1119,256,294,280,289,0,0,0,0,0,0
0,test_set,480,117,113,121,129,0,0,0,0,0,0
1,train_set,1115,277,288,276,274,0,0,0,0,0,0
1,test_set,479,120,112,131,116,0,0,0,0,0,0
2,train_set,1117,286,294,266,271,0,0,0,0,0,0
2,test_set,480,110,111,134,125,0,0,0,0,0,0
3,train_set,1116,262,275,272,307,0,0,0,0,0,0
3,test_set,479,114,128,111,126,0,0,0,0,0,0
4,train_set,1124,255,261,316,292,0,0,0,0,0,0
4,test_set,483,114,110,135,124,0,0,0,0,0,0
5,train_set,1122,250,312,277,283,0,0,0,0,0,0
5,test_set,481,135,114,115,117,0,0,0,0,0,0
6,train_set,1124,240,305,312,267,0,0,0,0,0,0
6,test_set,483,124,109,127,123,0,0,0,0,0,0
7,train_set,1120,283,248,298,291,0,0,0,0,0,0
7,test_set,481,118,122,115,126,0,0,0,0,0,0
8,train_set,1113,268,306,249,290,0,0,0,0,0,0
8,test_set,478,120,128,125,105,0,0,0,0,0,0
9,train_set,1128,283,281,271,293,0,0,0,0,0,0
9,test_set,484,122,110,117,135,0,0,0,0,0,0
10,train_set,1105,0,0,0,0,347,365,393,0,0,0
10,test_set,474,0,0,0,0,144,176,154,0,0,0
11,train_set,1104,0,0,0,0,380,372,352,0,0,0
11,test_set,474,0,0,0,0,160,172,142,0,0,0
12,train_set,1106,0,0,0,0,370,390,346,0,0,0
12,test_set,474,0,0,0,0,167,151,156,0,0,0
13,train_set,1102,0,0,0,0,366,350,386,0,0,0
13,test_set,473,0,0,0,0,153,161,159,0,0,0
14,train_set,1113,0,0,0,0,388,364,361,0,0,0
14,test_set,478,0,0,0,0,164,139,175,0,0,0
15,train_set,1112,0,0,0,0,360,366,386,0,0,0
15,test_set,477,0,0,0,0,176,159,142,0,0,0
16,train_set,1111,0,0,0,0,378,359,374,0,0,0
16,test_set,477,0,0,0,0,178,142,157,0,0,0
17,train_set,1110,0,0,0,0,396,331,383,0,0,0
17,test_set,476,0,0,0,0,162,161,153,0,0,0
18,train_set,1102,0,0,0,0,369,358,375,0,0,0
18,test_set,473,0,0,0,0,183,161,129,0,0,0
19,train_set,1107,0,0,0,0,374,398,335,0,0,0
19,test_set,475,0,0,0,0,160,163,152,0,0,0
20,train_set,1105,0,0,0,0,0,0,0,393,359,353
20,test_set,474,0,0,0,0,0,0,0,153,171,150
21,train_set,1104,0,0,0,0,0,0,0,393,359,352
21,test_set,474,0,0,0,0,0,0,0,152,159,163
22,train_set,1106,0,0,0,0,0,0,0,371,374,361
22,test_set,474,0,0,0,0,0,0,0,166,154,154
23,train_set,1102,0,0,0,0,0,0,0,366,355,381
23,test_set,473,0,0,0,0,0,0,0,163,159,151
24,train_set,1113,0,0,0,0,0,0,0,358,402,353
24,test_set,478,0,0,0,0,0,0,0,165,161,152
25,train_set,1112,0,0,0,0,0,0,0,340,390,382
25,test_set,477,0,0,0,0,0,0,0,163,149,165
26,train_set,1111,0,0,0,0,0,0,0,393,356,362
26,test_set,477,0,0,0,0,0,0,0,151,164,162
27,train_set,1110,0,0,0,0,0,0,0,368,385,357
27,test_set,476,0,0,0,0,0,0,0,158,165,153
28,train_set,1102,0,0,0,0,0,0,0,362,378,362
28,test_set,473,0,0,0,0,0,0,0,160,137,176
29,train_set,1107,0,0,0,0,0,0,0,350,401,356
29,test_set,475,0,0,0,0,0,0,0,148,156,171
