0,7.276045827637277e-05
1,5.6172505171258805e-06
2,5.608963422606985e-06
3,5.6076895163987875e-06
4,5.614257358243268e-06
5,5.627121286328119e-06
6,5.645236662512487e-06
7,5.666750079286161e-06
8,5.692417172702948e-06
9,5.720468811826266e-06
10,5.753143735428113e-06
11,5.788022611117295e-06
12,5.824771623527169e-06
13,5.864980747527931e-06
14,5.907247292952134e-06
15,5.953964618799065e-06
16,6.001902595145773e-06
17,6.053042821874289e-06
18,6.106427890930782e-06
19,6.162883757013309e-06
20,6.22272257119796e-06
21,6.284510905094495e-06
22,6.348891113331238e-06
23,6.413536705312506e-06
24,6.480672754195484e-06
25,6.549274420496685e-06
26,6.620493558921185e-06
27,6.693634726526713e-06
28,6.767295456608947e-06
29,6.84241741669351e-06
30,6.9197358313254665e-06
31,6.9972405057280515e-06
32,7.075532279165052e-06
33,7.156720614806116e-06
34,7.238130519318585e-06
35,7.319805828432155e-06
36,7.401058870723966e-06
37,7.4835513814345715e-06
38,7.567560059612711e-06
39,7.653111863695396e-06
40,7.738837198292848e-06
41,7.824053047563617e-06
42,7.909691064389117e-06
43,7.99506962306069e-06
44,8.08017654539825e-06
45,8.168452032005415e-06
46,8.25528259691985e-06
47,8.343328322824961e-06
48,8.430905737059534e-06
49,8.518779479799302e-06
