0,0.00015849192112715095
1,0.0002617509070070715
2,0.00029617264159778535
3,0.00031091815619308297
4,0.0003245150609861193
5,0.00034054645608621686
6,0.0003594579061834744
7,0.0003817793857790697
8,0.0004075261417754296
9,0.00043613937161049194
10,0.0004672324265615596
11,0.0005008697482284232
12,0.0005353504514764412
13,0.0005706639642830968
14,0.000605669002861983
15,0.0006400833091015474
16,0.000673633062649244
17,0.0007060780323368741
18,0.0007367248284534089
19,0.0007656448793840047
20,0.0007933550303736525
21,0.0008199453067437705
22,0.000845005304515544
23,0.0008691863597254125
24,0.0008917705490711602
25,0.0009139723188115069
26,0.000934255448995576
27,0.0009541217356039717
28,0.000973684021040594
29,0.000992385146325815
30,0.001011112080346123
31,0.001028861468624073
32,0.0010457883653424717
33,0.0010623544069714803
34,0.0010791088171766105
35,0.0010943604138336435
36,0.0011094289201378092
37,0.0011238006986051747
38,0.0011380750999014082
39,0.0011518135343763784
40,0.0011653365551441916
41,0.0011785274612813948
42,0.001191030428434604
43,0.0012029508704211743
44,0.001214219207870848
45,0.001225280465103788
46,0.0012360190714934285
47,0.0012459987489590156
48,0.0012559963941317605
49,0.0012652909895570956
