client_id,partition,total_samples,T - shirt / top,Trouser,Pullover,Dress,Coat,Sandal,Shirt,Sneaker,Bag,Ankle boot
orchestrator,central_test_set,10000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
0,train_set,1338,215,467,465,191,0,0,0,0,0,0
0,test_set,574,118,176,199,81,0,0,0,0,0,0
1,train_set,1338,202,470,467,199,0,0,0,0,0,0
1,test_set,574,93,210,176,95,0,0,0,0,0,0
2,train_set,1338,196,486,465,191,0,0,0,0,0,0
2,test_set,574,91,191,221,71,0,0,0,0,0,0
3,train_set,1335,191,482,458,204,0,0,0,0,0,0
3,test_set,573,89,212,171,101,0,0,0,0,0,0
4,train_set,1340,207,450,489,194,0,0,0,0,0,0
4,test_set,575,99,201,200,75,0,0,0,0,0,0
5,train_set,1352,211,432,501,208,0,0,0,0,0,0
5,test_set,580,98,190,197,95,0,0,0,0,0,0
6,train_set,1345,226,450,460,209,0,0,0,0,0,0
6,test_set,577,85,188,213,91,0,0,0,0,0,0
7,train_set,1318,0,0,0,0,395,231,692,0,0,0
7,test_set,566,0,0,0,0,156,111,299,0,0,0
8,train_set,1304,0,0,0,0,386,260,658,0,0,0
8,test_set,560,0,0,0,0,166,107,287,0,0,0
9,train_set,1316,0,0,0,0,404,256,656,0,0,0
9,test_set,564,0,0,0,0,178,110,276,0,0,0
10,train_set,1313,0,0,0,0,412,234,667,0,0,0
10,test_set,564,0,0,0,0,179,76,309,0,0,0
11,train_set,1319,0,0,0,0,400,263,656,0,0,0
11,test_set,566,0,0,0,0,163,108,295,0,0,0
12,train_set,1326,0,0,0,0,401,259,666,0,0,0
12,test_set,569,0,0,0,0,173,120,276,0,0,0
13,train_set,1316,0,0,0,0,405,259,652,0,0,0
13,test_set,565,0,0,0,0,174,102,289,0,0,0
14,train_set,1311,0,0,0,0,401,231,679,0,0,0
14,test_set,562,0,0,0,0,147,112,303,0,0,0
15,train_set,1301,0,0,0,0,371,248,682,0,0,0
15,test_set,558,0,0,0,0,182,110,266,0,0,0
16,train_set,1326,0,0,0,0,388,270,668,0,0,0
16,test_set,569,0,0,0,0,177,106,286,0,0,0
17,train_set,1314,0,0,0,0,385,270,659,0,0,0
17,test_set,564,0,0,0,0,169,120,275,0,0,0
18,train_set,1306,0,0,0,0,353,298,655,0,0,0
18,test_set,561,0,0,0,0,179,115,267,0,0,0
19,train_set,1313,0,0,0,0,402,251,660,0,0,0
19,test_set,563,0,0,0,0,152,117,294,0,0,0
20,train_set,1316,0,0,0,0,374,273,669,0,0,0
20,test_set,564,0,0,0,0,166,105,293,0,0,0
21,train_set,1267,0,0,0,0,0,0,0,289,960,18
21,test_set,544,0,0,0,0,0,0,0,125,412,7
22,train_set,1261,0,0,0,0,0,0,0,307,938,16
22,test_set,541,0,0,0,0,0,0,0,118,412,11
23,train_set,1262,0,0,0,0,0,0,0,253,997,12
23,test_set,542,0,0,0,0,0,0,0,114,423,5
24,train_set,1257,0,0,0,0,0,0,0,288,949,20
24,test_set,540,0,0,0,0,0,0,0,122,406,12
25,train_set,1268,0,0,0,0,0,0,0,285,969,14
25,test_set,544,0,0,0,0,0,0,0,127,410,7
26,train_set,1271,0,0,0,0,0,0,0,274,980,17
26,test_set,545,0,0,0,0,0,0,0,116,419,10
27,train_set,1260,0,0,0,0,0,0,0,284,960,16
27,test_set,540,0,0,0,0,0,0,0,106,426,8
28,train_set,1269,0,0,0,0,0,0,0,282,970,17
28,test_set,544,0,0,0,0,0,0,0,126,408,10
29,train_set,1230,0,0,0,0,0,0,0,279,939,12
29,test_set,528,0,0,0,0,0,0,0,117,404,7
