client_id,partition,total_samples,0,1,2,3,4,5,6,7
orchestrator,central_test_set,3421,244,624,311,579,243,284,666,470
0,train_set,304,90,214,0,0,0,0,0,0
0,test_set,131,41,90,0,0,0,0,0,0
1,train_set,298,92,206,0,0,0,0,0,0
1,test_set,129,32,97,0,0,0,0,0,0
2,train_set,301,78,223,0,0,0,0,0,0
2,test_set,129,36,93,0,0,0,0,0,0
3,train_set,302,91,211,0,0,0,0,0,0
3,test_set,130,37,93,0,0,0,0,0,0
4,train_set,300,91,209,0,0,0,0,0,0
4,test_set,129,43,86,0,0,0,0,0,0
5,train_set,296,88,208,0,0,0,0,0,0
5,test_set,128,31,97,0,0,0,0,0,0
6,train_set,300,79,221,0,0,0,0,0,0
6,test_set,129,34,95,0,0,0,0,0,0
7,train_set,301,73,228,0,0,0,0,0,0
7,test_set,130,38,92,0,0,0,0,0,0
8,train_set,295,87,208,0,0,0,0,0,0
8,test_set,127,35,92,0,0,0,0,0,0
9,train_set,302,87,215,0,0,0,0,0,0
9,test_set,130,32,98,0,0,0,0,0,0
10,train_set,303,0,0,97,142,64,0,0,0
10,test_set,130,0,0,33,67,30,0,0,0
11,train_set,302,0,0,77,163,62,0,0,0
11,test_set,130,0,0,32,63,35,0,0,0
12,train_set,305,0,0,96,150,59,0,0,0
12,test_set,131,0,0,38,66,27,0,0,0
13,train_set,308,0,0,80,168,60,0,0,0
13,test_set,132,0,0,39,66,27,0,0,0
14,train_set,303,0,0,71,160,72,0,0,0
14,test_set,130,0,0,36,69,25,0,0,0
15,train_set,303,0,0,74,159,70,0,0,0
15,test_set,130,0,0,34,65,31,0,0,0
16,train_set,308,0,0,86,150,72,0,0,0
16,test_set,133,0,0,36,66,31,0,0,0
17,train_set,303,0,0,83,158,62,0,0,0
17,test_set,130,0,0,39,60,31,0,0,0
18,train_set,305,0,0,92,159,54,0,0,0
18,test_set,131,0,0,36,63,32,0,0,0
19,train_set,306,0,0,78,160,68,0,0,0
19,test_set,132,0,0,40,62,30,0,0,0
20,train_set,308,0,0,0,0,0,57,157,94
20,test_set,133,0,0,0,0,0,21,63,49
21,train_set,308,0,0,0,0,0,52,136,120
21,test_set,133,0,0,0,0,0,29,54,50
22,train_set,306,0,0,0,0,0,54,165,87
22,test_set,132,0,0,0,0,0,39,52,41
23,train_set,310,0,0,0,0,0,49,156,105
23,test_set,133,0,0,0,0,0,25,61,47
24,train_set,303,0,0,0,0,0,72,128,103
24,test_set,130,0,0,0,0,0,22,57,51
25,train_set,305,0,0,0,0,0,73,125,107
25,test_set,131,0,0,0,0,0,32,59,40
26,train_set,308,0,0,0,0,0,60,138,110
26,test_set,133,0,0,0,0,0,23,77,33
27,train_set,306,0,0,0,0,0,56,140,110
27,test_set,132,0,0,0,0,0,19,62,51
28,train_set,305,0,0,0,0,0,63,148,94
28,test_set,132,0,0,0,0,0,32,61,39
29,train_set,305,0,0,0,0,0,62,146,97
29,test_set,131,0,0,0,0,0,28,69,34
