client_id,partition,total_samples,airplane,automobile,bird,cat,deer,dog,frog,horse,ship,truck
orchestrator,central_test_set,10000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
0,train_set,1933,1429,84,17,403,0,0,0,0,0,0
0,test_set,829,609,39,12,169,0,0,0,0,0,0
1,train_set,1920,1451,78,15,376,0,0,0,0,0,0
1,test_set,824,595,35,4,190,0,0,0,0,0,0
2,train_set,1913,1407,75,24,407,0,0,0,0,0,0
2,test_set,820,596,31,7,186,0,0,0,0,0,0
3,train_set,2060,0,0,0,0,1061,391,608,0,0,0
3,test_set,883,0,0,0,0,453,159,271,0,0,0
4,train_set,2045,0,0,0,0,1064,372,609,0,0,0
4,test_set,877,0,0,0,0,469,162,246,0,0,0
5,train_set,2037,0,0,0,0,1099,344,594,0,0,0
5,test_set,874,0,0,0,0,457,162,255,0,0,0
6,train_set,2041,0,0,0,0,1065,357,619,0,0,0
6,test_set,875,0,0,0,0,450,182,243,0,0,0
7,train_set,2055,0,0,0,0,1089,354,612,0,0,0
7,test_set,881,0,0,0,0,458,152,271,0,0,0
8,train_set,2058,0,0,0,0,1097,355,606,0,0,0
8,test_set,882,0,0,0,0,471,146,265,0,0,0
9,train_set,2039,0,0,0,0,1076,366,597,0,0,0
9,test_set,875,0,0,0,0,466,156,253,0,0,0
10,train_set,1976,0,0,0,0,0,0,0,198,1292,486
10,test_set,847,0,0,0,0,0,0,0,72,566,209
11,train_set,1965,0,0,0,0,0,0,0,214,1315,436
11,test_set,843,0,0,0,0,0,0,0,77,588,178
12,train_set,1964,0,0,0,0,0,0,0,205,1296,463
12,test_set,843,0,0,0,0,0,0,0,94,554,195
13,train_set,1962,0,0,0,0,0,0,0,187,1338,437
13,test_set,842,0,0,0,0,0,0,0,76,585,181
14,train_set,1960,0,0,0,0,0,0,0,173,1343,444
14,test_set,841,0,0,0,0,0,0,0,71,584,186
