0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
AM,AO,AI,AL,AN,AG,AK,AF,AH,AJ,AD,AC,AE,AB,AA
AM,AO,AI,AL,AN,AG,AK,AF,AH,AJ,AD,AC,AE,AB,AA
AM,AO,AI,AL,AN,AG,AK,AF,AH,AJ,AD,AC,AE,AB,AA
AM,AO,AI,AL,AN,AG,AK,AF,AH,AJ,AD,AC,AE,AB,AA
AM,AO,AI,AL,AN,AG,AK,AF,AH,AJ,AD,AC,AE,AB,AA
AM,AO,AI,AL,AN,AG,AK,AF,AH,AJ,AD,AC,AE,AB,AA
AM,AO,AI,AL,AN,AG,AK,AF,AH,AJ,AD,AC,AE,AB,AA
AM,AO,AI,AL,AN,AG,AK,AF,AH,AJ,AD,AC,AE,AB,AA
AM,AO,AI,AL,AN,AG,AK,AF,AH,AJ,AD,AC,AE,AB,AA
AM,AO,AI,AL,AN,AG,AK,AF,AH,AJ,AD,AC,AE,AB,AA
AM,AO,AI,AL,AN,AG,AK,AF,AH,AJ,AD,AC,AE,AB,AA
AM,AO,AI,AL,AN,AG,AK,AF,AH,AJ,AD,AC,AE,AB,AA
AM,AO,AI,AL,AN,AG,AK,AF,AH,AJ,AD,AC,AE,AB,AA
AM,AO,AI,AL,AN,AG,AK,AF,AH,AJ,AD,AC,AE,AB,AA
AM,AO,AI,AL,AN,AG,AK,AF,AH,AJ,AD,AC,AE,AB,AA
AM,AO,AI,AL,AN,AG,AK,AF,AH,AJ,AD,AC,AE,AB,AA
AM,AO,AI,AL,AN,AG,AK,AF,AH,AJ,AD,AC,AE,AB,AA
AM,AO,AI,AL,AN,AG,AK,AF,AH,AJ,AD,AC,AE,AB,AA
AM,AO,AI,AL,AN,AG,AK,AF,AH,AJ,AD,AC,AE,AB,AA
AM,AO,AI,AL,AN,AG,AK,AF,AH,AJ,AD,AC,AE,AB,AA
AM,AO,AI,AL,AN,AG,AK,AF,AH,AJ,AD,AC,AE,AB,AA
AM,AO,AI,AL,AN,AG,AK,AF,AH,AJ,AD,AC,AE,AB,AA
AM,AO,AI,AL,AN,AG,AK,AF,AH,AJ,AD,AC,AE,AB,AA
AM,AO,AI,AL,AN,AG,AK,AF,AH,AJ,AD,AC,AE,AB,AA
AM,AO,AI,AL,AN,AG,AK,AF,AH,AJ,AD,AC,AE,AB,AA
AM,AO,AI,AL,AN,AG,AK,AF,AH,AJ,AD,AC,AE,AB,AA
AM,AO,AI,AL,AN,AG,AK,AF,AH,AJ,AD,AC,AE,AB,AA
AM,AO,AI,AL,AN,AG,AK,AF,AH,AJ,AD,AC,AE,AB,AA
AM,AO,AI,AL,AN,AG,AK,AF,AH,AJ,AD,AC,AE,AB,AA
AM,AO,AI,AL,AN,AG,AK,AF,AH,AJ,AD,AC,AE,AB,AA
AM,AO,AI,AL,AN,AG,AK,AF,AH,AJ,AD,AC,AE,AB,AA
AM,AO,AI,AL,AN,AG,AK,AF,AH,AJ,AD,AC,AE,AB,AA
AM,AO,AI,AL,AN,AG,AK,AF,AH,AJ,AD,AC,AE,AB,AA
AM,AO,AI,AL,AN,AG,AK,AF,AH,AJ,AD,AC,AE,AB,AA
AM,AO,AI,AL,AN,AG,AK,AF,AH,AJ,AD,AC,AE,AB,AA
AM,AO,AI,AL,AN,AG,AK,AF,AH,AJ,AD,AC,AE,AB,AA
AM,AO,AI,AL,AN,AG,AK,AF,AH,AJ,AD,AC,AE,AB,AA
AM,AO,AI,AL,AN,AG,AK,AF,AH,AJ,AD,AC,AE,AB,AA
AM,AO,AI,AL,AN,AG,AK,AF,AH,AJ,AD,AC,AE,AB,AA
AM,AO,AI,AL,AN,AG,AK,AF,AH,AJ,AD,AC,AE,AB,AA
