0,0.002336428479094139
1,0.002137369490371623
2,0.0015838823687140669
3,0.0011989294249887753
4,0.0010320740826550959
5,0.0009701001893582252
6,0.0009757710846489348
7,0.0010484763773416005
8,0.0011592072621335078
9,0.001206080087207781
10,0.0013130202956137854
11,0.001240097141544218
12,0.0013309589417397902
13,0.001120664502001617
14,0.0011426666395466486
15,0.00093599605175572
16,0.0008411993847275093
17,0.000618278648059268
18,0.0006904392150733617
19,0.0004963686147680537
20,0.0004511245526974842
21,0.0002988028083034164
22,0.0002588507232914315
23,0.00021551795811380862
24,0.00022356377267781824
25,0.00017921733534551168
26,0.00017013148425116718
27,0.00016159104365405435
28,0.0001546402424509714
29,0.0001492923656345542
30,0.00014435857488495892
31,0.0001396261376338057
32,0.00013537452623894048
33,0.00013133034314798708
34,0.00012741833605890165
35,0.00012365445320800387
36,0.00012003535225438243
37,0.00011667486722997874
38,0.00011340031920945325
39,0.00011030991853092006
40,0.00010733558666205321
41,0.00010447610718313319
42,0.00010191469036870521
43,9.945246755167367e-05
44,9.716903621209434e-05
45,9.49544550003036e-05
46,9.29103032587143e-05
47,9.098450286302721e-05
48,8.914329582754295e-05
49,8.73740562389063e-05
