client_id,partition,total_samples,T - shirt / top,Trouser,Pullover,Dress,Coat,Sandal,Shirt,Sneaker,Bag,Ankle boot
orchestrator,central_test_set,10000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
0,train_set,1365,217,229,221,243,0,0,0,0,209,246
0,test_set,586,108,98,83,87,0,0,0,0,107,103
1,train_set,1361,222,230,231,222,0,0,0,0,254,202
1,test_set,584,104,85,95,89,0,0,0,0,107,104
2,train_set,1362,242,219,221,242,0,0,0,0,216,222
2,test_set,585,89,101,116,92,0,0,0,0,98,89
3,train_set,1360,215,216,208,249,0,0,0,0,245,227
3,test_set,584,87,98,94,116,0,0,0,0,99,90
4,train_set,1365,211,222,266,240,0,0,0,0,207,219
4,test_set,585,98,99,102,94,0,0,0,0,99,93
5,train_set,1363,250,235,219,236,0,0,0,0,222,201
5,test_set,585,89,92,98,106,0,0,0,0,95,105
6,train_set,1367,235,213,236,209,0,0,0,0,219,255
6,test_set,587,97,102,93,102,0,0,0,0,95,98
7,train_set,1359,248,212,217,237,0,0,0,0,219,226
7,test_set,583,100,110,84,90,0,0,0,0,106,93
8,train_set,1354,224,220,228,227,0,0,0,0,234,221
8,test_set,581,104,101,101,101,0,0,0,0,80,94
9,train_set,1372,225,211,261,231,0,0,0,0,218,226
9,test_set,588,85,101,102,98,0,0,0,0,99,103
10,train_set,1365,0,0,0,0,234,231,223,230,223,224
10,test_set,586,0,0,0,0,97,96,85,102,108,98
11,train_set,1361,0,0,0,0,223,239,212,225,235,227
11,test_set,584,0,0,0,0,94,112,101,82,99,96
12,train_set,1362,0,0,0,0,232,214,223,246,237,210
12,test_set,585,0,0,0,0,100,91,107,99,99,89
13,train_set,1360,0,0,0,0,214,260,210,222,217,237
13,test_set,584,0,0,0,0,87,108,104,102,92,91
14,train_set,1365,0,0,0,0,208,232,223,202,250,250
14,test_set,585,0,0,0,0,107,109,95,84,84,106
15,train_set,1363,0,0,0,0,236,236,240,219,229,203
15,test_set,585,0,0,0,0,122,83,78,108,103,91
16,train_set,1367,0,0,0,0,238,233,219,247,227,203
16,test_set,587,0,0,0,0,101,90,110,97,93,96
17,train_set,1359,0,0,0,0,237,221,210,246,216,229
17,test_set,583,0,0,0,0,100,81,103,101,98,100
18,train_set,1354,0,0,0,0,193,226,219,232,245,239
18,test_set,581,0,0,0,0,103,99,84,90,123,82
19,train_set,1372,0,0,0,0,229,233,211,224,235,240
19,test_set,588,0,0,0,0,131,75,100,102,88,92
20,train_set,1365,223,214,236,247,224,221,0,0,0,0
20,test_set,586,90,102,109,103,82,100,0,0,0,0
21,train_set,1361,239,236,213,224,221,228,0,0,0,0
21,test_set,584,109,100,81,100,95,99,0,0,0,0
22,train_set,1362,230,227,234,240,213,218,0,0,0,0
22,test_set,585,97,106,98,95,97,92,0,0,0,0
23,train_set,1360,246,229,241,213,226,205,0,0,0,0
23,test_set,584,94,117,93,89,98,93,0,0,0,0
24,train_set,1365,242,210,208,237,229,239,0,0,0,0
24,test_set,585,100,100,86,101,97,101,0,0,0,0
25,train_set,1363,244,228,227,217,216,231,0,0,0,0
25,test_set,585,92,95,99,105,94,100,0,0,0,0
26,train_set,1367,230,242,234,214,234,213,0,0,0,0
26,test_set,587,81,94,106,89,123,94,0,0,0,0
27,train_set,1359,230,232,205,212,218,262,0,0,0,0
27,test_set,583,99,93,98,116,76,101,0,0,0,0
28,train_set,1354,250,191,211,243,241,218,0,0,0,0
28,test_set,581,87,95,112,95,93,99,0,0,0,0
29,train_set,1372,227,242,231,225,226,221,0,0,0,0
29,test_set,588,101,89,102,104,105,87,0,0,0,0
