client_id,partition,total_samples,T - shirt / top,Trouser,Pullover,Dress,Coat,Sandal,Shirt,Sneaker,Bag,Ankle boot
orchestrator,central_test_set,10000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
0,train_set,1342,352,324,331,335,0,0,0,0,0,0
0,test_set,576,123,136,164,153,0,0,0,0,0,0
1,train_set,1343,345,338,341,319,0,0,0,0,0,0
1,test_set,576,130,149,146,151,0,0,0,0,0,0
2,train_set,1342,327,342,332,341,0,0,0,0,0,0
2,test_set,576,139,127,156,154,0,0,0,0,0,0
3,train_set,1334,346,328,328,332,0,0,0,0,0,0
3,test_set,572,135,168,136,133,0,0,0,0,0,0
4,train_set,1341,336,318,355,332,0,0,0,0,0,0
4,test_set,575,143,147,135,150,0,0,0,0,0,0
5,train_set,1347,320,336,341,350,0,0,0,0,0,0
5,test_set,578,157,134,144,143,0,0,0,0,0,0
6,train_set,1346,324,357,367,298,0,0,0,0,0,0
6,test_set,577,144,148,139,146,0,0,0,0,0,0
7,train_set,1348,312,364,356,316,0,0,0,0,0,0
7,test_set,578,125,154,158,141,0,0,0,0,0,0
8,train_set,1335,324,311,375,325,0,0,0,0,0,0
8,test_set,573,167,125,131,150,0,0,0,0,0,0
9,train_set,1352,333,346,359,314,0,0,0,0,0,0
9,test_set,580,146,131,161,142,0,0,0,0,0,0
10,train_set,1332,0,0,0,0,448,454,430,0,0,0
10,test_set,571,0,0,0,0,201,171,199,0,0,0
11,train_set,1317,0,0,0,0,430,440,447,0,0,0
11,test_set,565,0,0,0,0,178,201,186,0,0,0
12,train_set,1326,0,0,0,0,448,441,437,0,0,0
12,test_set,569,0,0,0,0,200,189,180,0,0,0
13,train_set,1323,0,0,0,0,460,412,451,0,0,0
13,test_set,568,0,0,0,0,200,177,191,0,0,0
14,train_set,1335,0,0,0,0,443,458,434,0,0,0
14,test_set,573,0,0,0,0,196,189,188,0,0,0
15,train_set,1325,0,0,0,0,435,438,452,0,0,0
15,test_set,569,0,0,0,0,198,195,176,0,0,0
16,train_set,1330,0,0,0,0,446,435,449,0,0,0
16,test_set,570,0,0,0,0,188,195,187,0,0,0
17,train_set,1325,0,0,0,0,448,443,434,0,0,0
17,test_set,569,0,0,0,0,190,200,179,0,0,0
18,train_set,1308,0,0,0,0,465,419,424,0,0,0
18,test_set,561,0,0,0,0,179,191,191,0,0,0
19,train_set,1333,0,0,0,0,444,453,436,0,0,0
19,test_set,572,0,0,0,0,199,196,177,0,0,0
20,train_set,1332,0,0,0,0,0,0,0,454,426,452
20,test_set,571,0,0,0,0,0,0,0,197,183,191
21,train_set,1317,0,0,0,0,0,0,0,466,430,421
21,test_set,565,0,0,0,0,0,0,0,170,189,206
22,train_set,1326,0,0,0,0,0,0,0,440,424,462
22,test_set,569,0,0,0,0,0,0,0,193,186,190
23,train_set,1323,0,0,0,0,0,0,0,432,440,451
23,test_set,568,0,0,0,0,0,0,0,162,201,205
24,train_set,1335,0,0,0,0,0,0,0,445,421,469
24,test_set,573,0,0,0,0,0,0,0,180,185,208
25,train_set,1325,0,0,0,0,0,0,0,455,407,463
25,test_set,569,0,0,0,0,0,0,0,197,168,204
26,train_set,1330,0,0,0,0,0,0,0,431,430,469
26,test_set,570,0,0,0,0,0,0,0,182,190,198
27,train_set,1325,0,0,0,0,0,0,0,453,430,442
27,test_set,569,0,0,0,0,0,0,0,199,187,183
28,train_set,1308,0,0,0,0,0,0,0,439,439,430
28,test_set,561,0,0,0,0,0,0,0,209,182,170
29,train_set,1333,0,0,0,0,0,0,0,425,446,462
29,test_set,572,0,0,0,0,0,0,0,212,183,177
