client_id,partition,total_samples,0,1,2,3,4,5,6,7,8,9
orchestrator,central_test_set,10000,980,1135,1032,1010,982,892,958,1028,974,1009
0,train_set,1348,319,365,311,353,0,0,0,0,0,0
0,test_set,579,156,160,141,122,0,0,0,0,0,0
1,train_set,1344,309,364,336,335,0,0,0,0,0,0
1,test_set,577,142,146,154,135,0,0,0,0,0,0
2,train_set,1353,318,354,352,329,0,0,0,0,0,0
2,test_set,581,117,173,147,144,0,0,0,0,0,0
3,train_set,1343,305,385,325,328,0,0,0,0,0,0
3,test_set,576,136,170,133,137,0,0,0,0,0,0
4,train_set,1349,345,357,321,326,0,0,0,0,0,0
4,test_set,579,148,171,120,140,0,0,0,0,0,0
5,train_set,1353,314,378,330,331,0,0,0,0,0,0
5,test_set,580,139,154,139,148,0,0,0,0,0,0
6,train_set,1346,321,358,323,344,0,0,0,0,0,0
6,test_set,577,142,138,164,133,0,0,0,0,0,0
7,train_set,1346,324,380,323,319,0,0,0,0,0,0
7,test_set,577,121,177,127,152,0,0,0,0,0,0
8,train_set,1340,313,377,341,309,0,0,0,0,0,0
8,test_set,575,150,165,127,133,0,0,0,0,0,0
9,train_set,1353,351,334,320,348,0,0,0,0,0,0
9,test_set,580,160,141,131,148,0,0,0,0,0,0
10,train_set,1331,0,0,0,0,428,402,501,0,0,0
10,test_set,571,0,0,0,0,205,177,189,0,0,0
11,train_set,1317,0,0,0,0,435,403,479,0,0,0
11,test_set,565,0,0,0,0,180,190,195,0,0,0
12,train_set,1315,0,0,0,0,436,418,461,0,0,0
12,test_set,564,0,0,0,0,195,179,190,0,0,0
13,train_set,1316,0,0,0,0,439,419,458,0,0,0
13,test_set,564,0,0,0,0,207,167,190,0,0,0
14,train_set,1330,0,0,0,0,454,417,459,0,0,0
14,test_set,570,0,0,0,0,210,166,194,0,0,0
15,train_set,1333,0,0,0,0,466,424,443,0,0,0
15,test_set,572,0,0,0,0,177,202,193,0,0,0
16,train_set,1332,0,0,0,0,436,434,462,0,0,0
16,test_set,571,0,0,0,0,200,177,194,0,0,0
17,train_set,1322,0,0,0,0,463,425,434,0,0,0
17,test_set,567,0,0,0,0,189,194,184,0,0,0
18,train_set,1307,0,0,0,0,432,435,440,0,0,0
18,test_set,561,0,0,0,0,201,159,201,0,0,0
19,train_set,1330,0,0,0,0,464,433,433,0,0,0
19,test_set,570,0,0,0,0,195,174,201,0,0,0
20,train_set,1330,0,0,0,0,0,0,0,472,436,422
20,test_set,570,0,0,0,0,0,0,0,182,188,200
21,train_set,1320,0,0,0,0,0,0,0,462,404,454
21,test_set,567,0,0,0,0,0,0,0,197,178,192
22,train_set,1320,0,0,0,0,0,0,0,448,425,447
22,test_set,567,0,0,0,0,0,0,0,206,172,189
23,train_set,1318,0,0,0,0,0,0,0,490,428,400
23,test_set,566,0,0,0,0,0,0,0,200,181,185
24,train_set,1334,0,0,0,0,0,0,0,488,439,407
24,test_set,572,0,0,0,0,0,0,0,205,164,203
25,train_set,1332,0,0,0,0,0,0,0,458,443,431
25,test_set,572,0,0,0,0,0,0,0,182,200,190
26,train_set,1332,0,0,0,0,0,0,0,442,436,454
26,test_set,571,0,0,0,0,0,0,0,187,191,193
27,train_set,1330,0,0,0,0,0,0,0,476,439,415
27,test_set,570,0,0,0,0,0,0,0,214,174,182
28,train_set,1319,0,0,0,0,0,0,0,469,406,444
28,test_set,566,0,0,0,0,0,0,0,201,174,191
29,train_set,1334,0,0,0,0,0,0,0,461,390,483
29,test_set,573,0,0,0,0,0,0,0,195,189,189
