client_id,partition,total_samples,airplane,automobile,bird,cat,deer,dog,frog,horse,ship,truck
orchestrator,central_test_set,10000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
0,train_set,2202,343,368,374,358,0,0,0,0,364,395
0,test_set,945,186,153,134,150,0,0,0,0,168,154
1,train_set,2213,375,331,393,358,0,0,0,0,385,371
1,test_set,949,164,156,152,157,0,0,0,0,151,169
2,train_set,2214,380,357,368,357,0,0,0,0,393,359
2,test_set,950,166,164,161,138,0,0,0,0,163,158
3,train_set,2212,337,384,376,354,0,0,0,0,396,365
3,test_set,949,153,156,180,139,0,0,0,0,156,165
4,train_set,2212,376,391,408,370,0,0,0,0,323,344
4,test_set,948,160,165,157,136,0,0,0,0,173,157
5,train_set,2202,0,0,0,0,361,361,396,340,376,368
5,test_set,945,0,0,0,0,176,148,160,169,140,152
6,train_set,2213,0,0,0,0,389,371,361,350,371,371
6,test_set,949,0,0,0,0,170,161,163,148,161,146
7,train_set,2214,0,0,0,0,348,365,355,374,393,379
7,test_set,950,0,0,0,0,159,154,149,178,159,151
8,train_set,2212,0,0,0,0,373,358,386,382,362,351
8,test_set,949,0,0,0,0,145,162,160,170,153,159
9,train_set,2212,0,0,0,0,393,360,399,349,346,365
9,test_set,948,0,0,0,0,149,178,154,135,156,176
10,train_set,2202,358,391,354,350,378,371,0,0,0,0
10,test_set,945,159,153,144,170,149,170,0,0,0,0
11,train_set,2213,358,352,371,369,391,372,0,0,0,0
11,test_set,949,155,136,163,180,158,157,0,0,0,0
12,train_set,2214,385,382,352,382,348,365,0,0,0,0
12,test_set,950,148,152,158,145,178,169,0,0,0,0
13,train_set,2212,358,382,392,348,354,378,0,0,0,0
13,test_set,949,139,169,162,157,145,177,0,0,0,0
14,train_set,2212,344,357,391,388,365,367,0,0,0,0
14,test_set,948,170,138,165,141,161,173,0,0,0,0
