client_id,partition,total_samples,0,1,2,3,4,5,6,7,8,9
orchestrator,central_test_set,10000,980,1135,1032,1010,982,892,958,1028,974,1009
0,train_set,1365,213,248,236,213,0,0,0,0,216,239
0,test_set,586,82,109,105,101,0,0,0,0,106,83
1,train_set,1362,209,240,237,226,0,0,0,0,228,222
1,test_set,584,107,95,110,96,0,0,0,0,84,92
2,train_set,1362,225,232,227,239,0,0,0,0,203,236
2,test_set,585,84,109,96,95,0,0,0,0,103,98
3,train_set,1365,231,251,220,230,0,0,0,0,226,207
3,test_set,585,99,94,110,86,0,0,0,0,96,100
4,train_set,1365,220,246,211,230,0,0,0,0,223,235
4,test_set,585,106,110,119,87,0,0,0,0,85,78
5,train_set,1359,214,259,225,214,0,0,0,0,221,226
5,test_set,583,110,109,87,93,0,0,0,0,84,100
6,train_set,1363,193,265,234,241,0,0,0,0,206,224
6,test_set,585,88,110,91,98,0,0,0,0,102,96
7,train_set,1366,240,238,205,228,0,0,0,0,225,230
7,test_set,586,82,111,88,108,0,0,0,0,110,87
8,train_set,1360,202,263,233,229,0,0,0,0,206,227
8,test_set,583,109,92,85,99,0,0,0,0,103,95
9,train_set,1367,246,248,229,221,0,0,0,0,210,213
9,test_set,587,100,78,91,99,0,0,0,0,117,102
10,train_set,1362,0,0,0,0,206,206,236,254,214,246
10,test_set,585,0,0,0,0,85,69,109,117,120,85
11,train_set,1362,0,0,0,0,239,188,228,254,231,222
11,test_set,584,0,0,0,0,97,97,89,93,108,100
12,train_set,1361,0,0,0,0,206,221,208,248,245,233
12,test_set,584,0,0,0,0,116,82,109,88,96,93
13,train_set,1356,0,0,0,0,232,206,235,241,216,226
13,test_set,582,0,0,0,0,96,99,107,109,76,95
14,train_set,1362,0,0,0,0,220,208,240,237,232,225
14,test_set,585,0,0,0,0,98,89,100,110,107,81
15,train_set,1362,0,0,0,0,245,198,238,217,241,223
15,test_set,585,0,0,0,0,90,95,95,111,94,100
16,train_set,1367,0,0,0,0,217,203,225,243,245,234
16,test_set,586,0,0,0,0,86,70,102,104,121,103
17,train_set,1363,0,0,0,0,226,213,201,242,234,247
17,test_set,585,0,0,0,0,91,108,88,108,85,105
18,train_set,1356,0,0,0,0,228,189,247,249,226,217
18,test_set,582,0,0,0,0,100,97,82,102,99,102
19,train_set,1368,0,0,0,0,233,221,215,252,240,207
19,test_set,587,0,0,0,0,101,93,118,100,89,86
20,train_set,1361,215,260,216,233,241,196,0,0,0,0
20,test_set,584,100,96,113,95,88,92,0,0,0,0
21,train_set,1358,209,250,242,242,196,219,0,0,0,0
21,test_set,583,89,104,101,105,99,85,0,0,0,0
22,train_set,1360,224,268,239,227,220,182,0,0,0,0
22,test_set,584,96,115,98,90,93,92,0,0,0,0
23,train_set,1348,220,261,230,216,202,219,0,0,0,0
23,test_set,579,95,107,108,91,82,96,0,0,0,0
24,train_set,1360,238,243,232,244,211,192,0,0,0,0
24,test_set,583,85,116,89,101,118,74,0,0,0,0
25,train_set,1365,235,242,228,217,210,233,0,0,0,0
25,test_set,585,108,108,87,109,76,97,0,0,0,0
26,train_set,1371,215,246,225,252,199,234,0,0,0,0
26,test_set,588,93,92,121,96,103,83,0,0,0,0
27,train_set,1365,233,256,199,230,248,199,0,0,0,0
27,test_set,585,94,119,96,100,90,86,0,0,0,0
28,train_set,1360,210,259,214,237,221,219,0,0,0,0
28,test_set,584,114,117,89,90,91,83,0,0,0,0
29,train_set,1371,218,246,228,256,208,215,0,0,0,0
29,test_set,588,89,109,106,91,108,85,0,0,0,0
